the_geom,cartodb_id,tract_10,sba_name,sba_id,ccd_name,ccd_id,cd_name,cd_id,boro_name,boro_id,city_name,city_id,tax_delinquency,ser_violation,assessed_value,owner_name,res_units,year_built,buildings,standard_address,bbl,comm_area
,1014967,36081007300,Astoria,4101,City Council District 22,22,QN 01 - Astoria,401,Queens,4,New York City,1,,,397800,ELM BUILDING MANAGEMENT LLC,8,2006,1,23-07 30 Drive,4005710019,
,1010883,36047038100,North Crown Heights/Prospect Heights,4006,City Council District 41,41,BK 03 - Bedford Stuyvesant,303,Brooklyn,3,New York City,1,,,19035000,NYC HOUSING AUTHORITY,896,1980,15,291 Patchen Avenue,3016880001,
,1010884,36005006200,Soundview/Parkchester,3709,City Council District 18,18,BX 09 - Parkchester/Soundview,209,Bronx,2,New York City,1,,,28102950,NYC HOUSING AUTHORITY,1250,1952,11,1609 East 174 Street,2038860002,
,1010885,36005005600,Soundview/Parkchester,3709,City Council District 18,18,BX 09 - Parkchester/Soundview,209,Bronx,2,New York City,1,,,2375100,NYC HOUSING AUTHORITY,161,1964,1,1500 East 174 Street,2038660031,
,1010886,36005006200,Soundview/Parkchester,3709,City Council District 18,18,BX 09 - Parkchester/Soundview,209,Bronx,2,New York City,1,,,1062000,NYC HOUSING AUTHORITY,70,1965,1,1630 East 174 Street,2038680033,
,1010887,36047036300,Brownsville/Ocean Hill,4007,City Council District 41,41,BK 16 - Brownsville,316,Brooklyn,3,New York City,1,1,,5186700,NYC HOUSING AUTHORITY,200,1985,2,349 Thomas S Boyland St,3014600001,
,1010888,36047091200,Brownsville/Ocean Hill,4007,City Council District 41,41,BK 16 - Brownsville,316,Brooklyn,3,New York City,1,,,24099750,NYC HOUSING AUTHORITY,618,1954,12,284 Rockaway Avenue,3035440001,
,1010889,36047091200,Brownsville/Ocean Hill,4007,City Council District 41,41,BK 16 - Brownsville,316,Brooklyn,3,New York City,1,,,24353100,NYC HOUSING AUTHORITY,720,1975,15,619 Rockaway Avenue,3035610001,
,1010890,36005016100,Morrisania/Belmont,3705,City Council District 17,17,BX 03 - Morrisania/Crotona,203,Bronx,2,New York City,1,,,1174050,NYC HOUSING AUTHORITY,111,1973,1,1705 Bryant Avenue,2029970030,
,1010891,36047041300,Bushwick,4002,City Council District 37,37,BK 04 - Bushwick,304,Brooklyn,3,New York City,1,,,737550,NYC HOUSING AUTHORITY,24,1983,2,580 Central Avenue,3034100033,
,1010892,36047042100,Bushwick,4002,City Council District 37,37,BK 04 - Bushwick,304,Brooklyn,3,New York City,1,,,1954350,NYC HOUSING AUTHORITY,48,1982,4,251 Central Avenue,3032760001,
,1010893,36047042100,Bushwick,4002,City Council District 34,34,BK 04 - Bushwick,304,Brooklyn,3,New York City,1,,1,505800,NYC HOUSING AUTHORITY,12,1931,1,270 Central Avenue,3032750047,
,1010894,36047041900,Bushwick,4002,City Council District 34,34,BK 04 - Bushwick,304,Brooklyn,3,New York City,1,,1,518400,NYC HOUSING AUTHORITY,12,1982,1,282 Central Avenue,3032850049,
,1010895,36047041900,Bushwick,4002,City Council District 34,34,BK 04 - Bushwick,304,Brooklyn,3,New York City,1,,,771750,NYC HOUSING AUTHORITY,12,1983,1,310 Central Avenue,3032960046,
,1010896,36047041900,Bushwick,4002,City Council District 37,37,BK 04 - Bushwick,304,Brooklyn,3,New York City,1,,,3148200,NYC HOUSING AUTHORITY,72,1982,6,269 Central Avenue,3032860001,
,1010897,36047041900,Bushwick,4002,City Council District 37,37,BK 04 - Bushwick,304,Brooklyn,3,New York City,1,,1,1975950,NYC HOUSING AUTHORITY,48,1983,4,291 Central Avenue,3032970001,
,1010898,36047041300,Bushwick,4002,City Council District 37,37,BK 04 - Bushwick,304,Brooklyn,3,New York City,1,,,357300,NYC HOUSING AUTHORITY,12,1983,1,605 Evergreen Avenue,3034030001,
,1010899,36047041300,Bushwick,4002,City Council District 37,37,BK 04 - Bushwick,304,Brooklyn,3,New York City,1,,,399150,NYC HOUSING AUTHORITY,12,1983,1,615 Evergreen Avenue,3034100001,
,1010900,36047040100,Bushwick,4002,City Council District 37,37,BK 04 - Bushwick,304,Brooklyn,3,New York City,1,,,735750,NYC HOUSING AUTHORITY,36,1983,3,690 Evergreen Avenue,3034150039,
,1010901,36047040100,Bushwick,4002,City Council District 37,37,BK 04 - Bushwick,304,Brooklyn,3,New York City,1,,,384300,NYC HOUSING AUTHORITY,12,1983,1,670 Evergreen Avenue,3034090032,
,1010902,36047041700,Bushwick,4002,City Council District 34,34,BK 04 - Bushwick,304,Brooklyn,3,New York City,1,,1,827100,NYC HOUSING AUTHORITY,24,1985,2,415 Evergreen Avenue,3033320001,
,1010903,36047041700,Bushwick,4002,City Council District 34,34,BK 04 - Bushwick,304,Brooklyn,3,New York City,1,,,3924000,NYC HOUSING AUTHORITY,120,1983,10,1240 Gates Avenue,3033410001,
,1010904,36047041500,Bushwick,4002,City Council District 34,34,BK 04 - Bushwick,304,Brooklyn,3,New York City,1,,1,578700,NYC HOUSING AUTHORITY,12,1931,1,440 Central Avenue,3033590029,
,1010905,36047041700,Bushwick,4002,City Council District 37,37,BK 04 - Bushwick,304,Brooklyn,3,New York City,1,,,1743750,NYC HOUSING AUTHORITY,48,1983,4,375 Central Avenue,3033420001,
,1010906,36047041700,Bushwick,4002,City Council District 37,37,BK 04 - Bushwick,304,Brooklyn,3,New York City,1,,,3482550,NYC HOUSING AUTHORITY,96,1983,8,200 Palmetto Street,3033510001,
,1010907,36047043300,Bushwick,4002,City Council District 37,37,BK 04 - Bushwick,304,Brooklyn,3,New York City,1,,,1403100,NYC HOUSING AUTHORITY,36,1987,3,333 Wilson Avenue,3033160001,
,1010908,36047043300,Bushwick,4002,City Council District 37,37,BK 04 - Bushwick,304,Brooklyn,3,New York City,1,,,3997800,NYC HOUSING AUTHORITY,120,1987,2,349 Wilson Avenue,3033250001,
,1010909,36047043300,Bushwick,4002,City Council District 37,37,BK 04 - Bushwick,304,Brooklyn,3,New York City,1,,,2359350,NYC HOUSING AUTHORITY,120,1987,3,357 Wilson Avenue,3033340001,
,1010910,36005014701,Morrisania/Belmont,3705,City Council District 16,16,BX 03 - Morrisania/Crotona,203,Bronx,2,New York City,1,,,13299750,NYC HOUSING AUTHORITY,749,1963,3,1320 Webster Avenue,2028940001,
,1010911,36005014702,Morrisania/Belmont,3705,City Council District 16,16,BX 03 - Morrisania/Crotona,203,Bronx,2,New York City,1,,,16757550,NYC HOUSING AUTHORITY,743,1963,4,1402 Webster Avenue,2028950001,
,1010912,36061002800,Lower East Side/Chinatown,3809,City Council District 2,2,MN 03 - Lower East Side/Chinatown,103,Manhattan,1,New York City,1,1,,48477600,NYC HOUSING AUTHORITY,616,1980,2,604 East 14 Street,1003960010,
,1010913,36047032600,Coney Island,4018,City Council District 47,47,BK 13 - Coney Island,313,Brooklyn,3,New York City,1,,,10149300,NYC HOUSING AUTHORITY,243,1969,3,2946 West 23 Street,3070560014,
,1010914,36047032600,Coney Island,4018,City Council District 47,47,BK 13 - Coney Island,313,Brooklyn,3,New York City,1,,,7540650,NYC HOUSING AUTHORITY,226,1969,3,2945 West 23 Street,3070570012,
,1010915,36047032600,Coney Island,4018,City Council District 47,47,BK 13 - Coney Island,313,Brooklyn,3,New York City,1,,,4411800,NYC HOUSING AUTHORITY,214,1969,1,2832 West 23 Street,3070150015,
,1010916,36081095400,Rockaways,4114,City Council District 31,31,QN 14 - Rockaway/Broad Channel,414,Queens,4,New York City,1,,,5206950,NYC HOUSING AUTHORITY,174,1964,1,71-15 Beach Channel Drive,4160830037,
,1010917,36061016800,East Harlem,3804,City Council District 8,8,MN 11 - East Harlem,111,Manhattan,1,New York City,1,,,22655700,NYC HOUSING AUTHORITY,564,1954,6,65 East 99 Street,1016050024,
,1010918,36061016800,East Harlem,3804,City Council District 8,8,MN 11 - East Harlem,111,Manhattan,1,New York City,1,,,32620950,NYC HOUSING AUTHORITY,338,1954,4,1545 Madison Avenue,1016100023,
,1010919,36061016800,East Harlem,3804,City Council District 8,8,MN 11 - East Harlem,111,Manhattan,1,New York City,1,,,18090900,NYC HOUSING AUTHORITY,352,1954,3,55 East 102 Street,1016080023,
,1010920,36085008100,North Shore,3903,City Council District 49,49,SI 01 - St. George/Stapleton,501,Staten Island,5,New York City,1,,,3809700,NYC HOUSING AUTHORITY,115,1971,1,71 Clinton Avenue,5000710025,
,1010921,36085008100,North Shore,3903,City Council District 49,49,SI 01 - St. George/Stapleton,501,Staten Island,5,New York City,1,,,3863700,NYC HOUSING AUTHORITY,156,1971,2,125 Cassidy Place,5000710011,
,1010922,36085008100,North Shore,3903,City Council District 49,49,SI 01 - St. George/Stapleton,501,Staten Island,5,New York City,1,,,3809700,NYC HOUSING AUTHORITY,109,1971,1,105 Cassidy Place,5000710001,
,1010923,36005009000,Soundview/Parkchester,3709,City Council District 18,18,BX 09 - Parkchester/Soundview,209,Bronx,2,New York City,1,,,6379200,NYC HOUSING AUTHORITY,284,1961,2,2245 Randall Avenue,2035730001,
,1010924,36005009000,Soundview/Parkchester,3709,City Council District 18,18,BX 09 - Parkchester/Soundview,209,Bronx,2,New York City,1,,,12970350,NYC HOUSING AUTHORITY,583,1959,4,2225 Lacombe Avenue,2035370001,
,1010925,36005008600,Soundview/Parkchester,3709,City Council District 18,18,BX 09 - Parkchester/Soundview,209,Bronx,2,New York City,1,,,11247750,NYC HOUSING AUTHORITY,583,1959,4,2175 Lacombe Avenue,2035340001,
,1010926,36061009700,Chelsea/Clinton/Midtown,3807,City Council District 3,3,MN 04 - Clinton/Chelsea,104,Manhattan,1,New York City,1,1,,13179600,NYC HOUSING AUTHORITY,94,1968,1,441 West 26 Street,1007240010,
,1010927,36005016900,Morrisania/Belmont,3705,City Council District 16,16,BX 03 - Morrisania/Crotona,203,Bronx,2,New York City,1,,,1494000,NYC HOUSING AUTHORITY,74,1986,2,544 Claremont Parkway,2029280028,
,1010928,36005014900,Morrisania/Belmont,3705,City Council District 16,16,BX 03 - Morrisania/Crotona,203,Bronx,2,New York City,1,,,1624500,NYC HOUSING AUTHORITY,116,1986,1,1325 Franklin Avenue,2029310086,
,1010929,36005017500,Highbridge/South Concourse,3708,City Council District 16,16,BX 04 - Highbridge/Concourse,204,Bronx,2,New York City,1,,,1136250,NYC HOUSING AUTHORITY,39,1929,1,1115 Clay Avenue,2024290028,
,1010930,36005017701,Highbridge/South Concourse,3708,City Council District 16,16,BX 04 - Highbridge/Concourse,204,Bronx,2,New York City,1,,,513900,NYC HOUSING AUTHORITY,22,1928,1,1195 Clay Avenue,2024300030,
,1010931,36005017701,Highbridge/South Concourse,3708,City Council District 16,16,BX 04 - Highbridge/Concourse,204,Bronx,2,New York City,1,,,223650,NYC HOUSING AUTHORITY,17,1928,1,1232 Clay Avenue,2024270004,
,1010932,36005017701,Highbridge/South Concourse,3708,City Council District 16,16,BX 04 - Highbridge/Concourse,204,Bronx,2,New York City,1,,,231300,NYC HOUSING AUTHORITY,16,1928,1,1236 Clay Avenue,2024270006,
,1010933,36005017701,Highbridge/South Concourse,3708,City Council District 16,16,BX 04 - Highbridge/Concourse,204,Bronx,2,New York City,1,,,231300,NYC HOUSING AUTHORITY,12,1928,1,1244 Clay Avenue,2024270009,
,1010934,36005017701,Highbridge/South Concourse,3708,City Council District 16,16,BX 04 - Highbridge/Concourse,204,Bronx,2,New York City,1,,,333900,NYC HOUSING AUTHORITY,12,1928,1,1278 Clay Avenue,2024270022,
,1010935,36005017500,Highbridge/South Concourse,3708,City Council District 16,16,BX 04 - Highbridge/Concourse,204,Bronx,2,New York City,1,,,429750,NEW YORK CITY HOUSING AU,18,1923,1,1052 Teller Avenue,2024280004,
,1010936,36005017500,Highbridge/South Concourse,3708,City Council District 16,16,BX 04 - Highbridge/Concourse,204,Bronx,2,New York City,1,,,399600,NYC HOUSING AUTHORITY,17,1920,1,1064 Teller Avenue,2024280009,
,1010937,36005017500,Highbridge/South Concourse,3708,City Council District 16,16,BX 04 - Highbridge/Concourse,204,Bronx,2,New York City,1,,,410400,NYC HOUSING AUTHORITY,18,1920,1,1072 Teller Avenue,2024280015,
,1010938,36005017500,Highbridge/South Concourse,3708,City Council District 16,16,BX 04 - Highbridge/Concourse,204,Bronx,2,New York City,1,,,1080450,NYC HOUSING AUTHORITY,52,1913,1,1105 Teller Avenue,2024340080,
,1010939,36005017500,Highbridge/South Concourse,3708,City Council District 16,16,BX 04 - Highbridge/Concourse,204,Bronx,2,New York City,1,,,217350,NYC HOUSING AUTHORITY,12,1913,1,1129 Teller Avenue,2024340074,
,1010940,36005017701,Highbridge/South Concourse,3708,City Council District 16,16,BX 04 - Highbridge/Concourse,204,Bronx,2,New York City,1,,,225900,NYC HOUSING AUTHORITY,17,1929,1,1252 Clay Avenue,2024270012,
,1010941,36005017701,Highbridge/South Concourse,3708,City Council District 16,16,BX 04 - Highbridge/Concourse,204,Bronx,2,New York City,1,,,225900,NYC HOUSING AUTHORITY,17,1929,1,1248 Clay Avenue,2024270010,
,1010942,36005017701,Highbridge/South Concourse,3708,City Council District 16,16,BX 04 - Highbridge/Concourse,204,Bronx,2,New York City,1,,,170550,NYC HOUSING AUTHORITY,11,1928,1,1240 Clay Avenue,2024270007,
,1010943,36005017701,Highbridge/South Concourse,3708,City Council District 16,16,BX 04 - Highbridge/Concourse,204,Bronx,2,New York City,1,,,822420,NYC HOUSING AUTHORITY,10,1931,1,1228 Clay Avenue,2024270003,
,1010944,36005017500,Highbridge/South Concourse,3708,City Council District 16,16,BX 04 - Highbridge/Concourse,204,Bronx,2,New York City,1,,,1108350,NYC HOUSING AUTHORITY,44,1921,1,1122 Findlay Avenue,2024340057,
,1010945,36005017500,Highbridge/South Concourse,3708,City Council District 16,16,BX 04 - Highbridge/Concourse,204,Bronx,2,New York City,1,,,217800,NYC HOUSING AUTHORITY,13,1913,1,1114 Findlay Avenue,2024340053,
,1010946,36005017500,Highbridge/South Concourse,3708,City Council District 16,16,BX 04 - Highbridge/Concourse,204,Bronx,2,New York City,1,,,309150,NYC HOUSING AUTHORITY,16,1912,1,335 East 166 Street,2024340088,
,1010947,36005017500,Highbridge/South Concourse,3708,City Council District 16,16,BX 04 - Highbridge/Concourse,204,Bronx,2,New York City,1,,,412650,NYC HOUSING AUTHORITY,18,1920,1,1068 Teller Avenue,2024280012,
,1010948,36005017500,Highbridge/South Concourse,3708,City Council District 16,16,BX 04 - Highbridge/Concourse,204,Bronx,2,New York City,1,,,245700,NYC HOUSING AUTHORITY,12,1929,1,1046 Teller Avenue,2024280003,
,1010949,36061019200,East Harlem,3804,City Council District 8,8,MN 11 - East Harlem,111,Manhattan,1,New York City,1,,,21615300,NYC HOUSING AUTHORITY,1815,1957,14,2342 1 Avenue,1018080001,
,1010950,36005017500,Highbridge/South Concourse,3708,City Council District 16,16,BX 04 - Highbridge/Concourse,204,Bronx,2,New York City,1,,,1946250,NYC HOUSING AUTHORITY,65,1923,1,1150 College Avenue,2024340018,
,1010951,36005017500,Highbridge/South Concourse,3708,City Council District 16,16,BX 04 - Highbridge/Concourse,204,Bronx,2,New York City,1,,,1081350,NYC HOUSING AUTHORITY,39,1921,1,1131 Findlay Avenue,2024340026,
,1010952,36005017500,Highbridge/South Concourse,3708,City Council District 16,16,BX 04 - Highbridge/Concourse,204,Bronx,2,New York City,1,,,883350,NYC HOUSING AUTHORITY,33,1921,1,1113 Findlay Avenue,2024340034,
,1010953,36005004600,Soundview/Parkchester,3709,City Council District 18,18,BX 09 - Parkchester/Soundview,209,Bronx,2,New York City,1,,,3560400,NYC HOUSING AUTHORITY,244,1941,31,857 Lafayette Avenue,2036330001,
,1010954,36005002000,Soundview/Parkchester,3709,City Council District 18,18,BX 09 - Parkchester/Soundview,209,Bronx,2,New York City,1,,,3021750,NYC HOUSING AUTHORITY,124,1941,16,1660 Lafayette Avenue,2035910001,
,1010955,36061017200,East Harlem,3804,City Council District 8,8,MN 11 - East Harlem,111,Manhattan,1,New York City,1,1,,12317400,NYC HOUSING AUTHORITY,280,1963,4,1505 Park Avenue,1016370001,
,1010956,36061017200,East Harlem,3804,City Council District 8,8,MN 11 - East Harlem,111,Manhattan,1,New York City,1,,,14154300,NYC HOUSING AUTHORITY,279,1963,3,1481 Park Avenue,1016360001,
,1010957,36061016600,East Harlem,3804,City Council District 8,8,MN 11 - East Harlem,111,Manhattan,1,New York City,1,,,8082450,NYC HOUSING AUTHORITY,139,1963,1,1405 Park Avenue,1016320001,
,1010958,36061017200,East Harlem,3804,City Council District 8,8,MN 11 - East Harlem,111,Manhattan,1,New York City,1,,,2902050,NYC HOUSING AUTHORITY,52,1963,2,101 East 105 Street,1016330001,
,1010959,36005017500,Highbridge/South Concourse,3708,City Council District 16,16,BX 04 - Highbridge/Concourse,204,Bronx,2,New York City,1,,,1063350,NYC HOUSING AUTHORITY,108,1972,1,1020 College Avenue,2024330001,
,1010960,36047034000,Coney Island,4018,City Council District 47,47,BK 13 - Coney Island,313,Brooklyn,3,New York City,1,,,22241700,NYC HOUSING AUTHORITY,534,1955,5,3002 Surf Avenue,3070670001,
,1010961,36047032600,Coney Island,4018,City Council District 47,47,BK 13 - Coney Island,313,Brooklyn,3,New York City,1,,,6566850,NYC HOUSING AUTHORITY,193,1972,1,2011 Surf Avenue,3070590026,
,1010962,36047034200,Coney Island,4018,City Council District 47,47,BK 13 - Coney Island,313,Brooklyn,3,New York City,1,,,4868100,NYC HOUSING AUTHORITY,125,1972,1,3531 Surf Avenue,3070460022,
,1010963,36047034200,Coney Island,4018,City Council District 47,47,BK 13 - Coney Island,313,Brooklyn,3,New York City,1,,,24621300,NYC HOUSING AUTHORITY,616,1974,4,2949 West 28 Street,3070530014,
,1010964,36081044400,Jamaica,4112,City Council District 27,27,QN 12 - Jamaica/Hollis,412,Queens,4,New York City,1,,,5308650,NYC HOUSING AUTHORITY,216,1972,1,92-33 170 Street,4102120033,
,1010965,36047044900,Williamsburg/Greenpoint,4001,City Council District 34,34,BK 01 - Greenpoint/Williamsburg,301,Brooklyn,3,New York City,1,,,19691100,NYC HOUSING AUTHORITY,700,1950,11,60 Kingsland Avenue,3028670001,
,1010966,36061018800,East Harlem,3804,City Council District 8,8,MN 11 - East Harlem,111,Manhattan,1,New York City,1,,,12581550,NYC HOUSING AUTHORITY,171,1973,1,307 East 117 Street,1016880045,
,1010967,36047035900,North Crown Heights/Prospect Heights,4006,City Council District 41,41,BK 08 - Crown Heights/Prospect Heights,308,Brooklyn,3,New York City,1,,,1343250,NYC HOUSING AUTHORITY,25,1926,1,1624 Sterling Place,3013810013,
,1010968,36047030700,North Crown Heights/Prospect Heights,4006,City Council District 41,41,BK 08 - Crown Heights/Prospect Heights,308,Brooklyn,3,New York City,1,,,497250,NYC HOUSING AUTHORITY,20,1910,1,1367 St Marks Avenue,3013570068,
,1010969,36047030700,North Crown Heights/Prospect Heights,4006,City Council District 41,41,BK 08 - Crown Heights/Prospect Heights,308,Brooklyn,3,New York City,1,,,474750,NYC HOUSING AUTHORITY,20,1910,1,1373 St Marks Avenue,3013570065,
,1010970,36047035900,North Crown Heights/Prospect Heights,4006,City Council District 41,41,BK 08 - Crown Heights/Prospect Heights,308,Brooklyn,3,New York City,1,,,469350,NYC HOUSING AUTHORITY,23,1910,1,1629 Park Place,3013690058,
,1010971,36047035900,North Crown Heights/Prospect Heights,4006,City Council District 41,41,BK 08 - Crown Heights/Prospect Heights,308,Brooklyn,3,New York City,1,,,449550,NYC HOUSING AUTHORITY,13,1915,1,1630 Park Place,3013750029,
,1010972,36047035900,North Crown Heights/Prospect Heights,4006,City Council District 41,41,BK 08 - Crown Heights/Prospect Heights,308,Brooklyn,3,New York City,1,,,471150,NYC HOUSING AUTHORITY,12,1915,1,1636 Park Place,3013750031,
,1010973,36047035900,North Crown Heights/Prospect Heights,4006,City Council District 41,41,BK 08 - Crown Heights/Prospect Heights,308,Brooklyn,3,New York City,1,,,467550,NYC HOUSING AUTHORITY,12,1915,1,1640 Park Place,3013750034,
,1010974,36047035900,North Crown Heights/Prospect Heights,4006,City Council District 41,41,BK 08 - Crown Heights/Prospect Heights,308,Brooklyn,3,New York City,1,,,483750,NYC HOUSING AUTHORITY,13,1915,1,1646 Park Place,3013750036,
,1010975,36047121000,East New York/Starrett City,4008,City Council District 42,42,BK 05 - East New York/Starrett City,305,Brooklyn,3,New York City,1,,,25887600,NYC HOUSING AUTHORITY,1444,1954,15,600 Euclid Avenue,3042920061,
